Name,id,average,baverage,avgweight,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,num_listings,median_price,customizable,family,strategy,thematic,Abstract Strategy,Action / Dexterity,Adventure,Age of Reason,American Indian Wars,American West,Ancient,Animals,Arabian,Aviation / Flight,Bluffing,Book,Card Game,Children's Game,City Building,Civil War,Civilization,Collectible Components,Comic Book / Strip,Deduction,Dice,Economic,Educational,Electronic,Environmental,Expansion for Base-game,Exploration,Fantasy,Farming,Fighting,Game System,Horror,Humor,Industry / Manufacturing,Korean War,Mafia,Math,Mature / Adult,Maze,Medical,Medieval,Memory,Miniatures,Movies / TV / Radio theme,Murder/Mystery,Music,Mythology,Napoleonic,Nautical,Negotiation,Novel-based,Number,Party Game,Pike and Shot,Pirates,Political,Post-Napoleonic,Prehistoric,Print & Play,Puzzle,Racing,Real-time,Religious,Renaissance,Science Fiction,Spies/Secret Agents,Sports,Territory Building,Trains,Transportation,Travel,Trivia,Video Game Theme,Wargame,Word Game,Zombies
King Up!,7806,6.37456,5.99155,1.2189,204.0,2215.0,5233.0,6.0,20.0,2004.0,3.0,6.0,30.0,30.0,8.0,1,27.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
En Garde,169,6.48692,5.99143,1.4065,366.0,2052.0,3927.0,2.0,43.0,1993.0,2.0,2.0,20.0,30.0,8.0,2,36.645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Deadlands: Doomtown,1037,7.25072,5.99118,3.0169,114.0,919.0,1733.0,107.0,107.0,1998.0,2.0,6.0,45.0,45.0,10.0,7,34.95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladies & Gentlemen,124380,6.50982,5.99104,2.0417,768.0,3077.0,2316.0,1.0,60.0,2013.0,4.0,10.0,30.0,30.0,14.0,3,39.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrossTalk,215371,7.01641,5.99095,1.2,316.0,1471.0,3102.0,27.0,27.0,2017.0,4.0,8.0,20.0,30.0,10.0,19,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Topiary,210900,6.74858,5.99088,1.7273,259.0,1545.0,4339.0,12.0,36.0,2017.0,2.0,4.0,15.0,30.0,10.0,5,19.95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Great Fire of London 1666,41569,6.51587,5.99078,2.5397,401.0,2274.0,2528.0,2.0,77.0,2010.0,3.0,6.0,80.0,120.0,12.0,19,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zooloretto: The Dice Game,117942,6.41128,5.99076,1.2344,270.0,2269.0,12694.0,17.0,29.0,2012.0,2.0,4.0,15.0,15.0,7.0,2,35.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sator Arepo Tenet Opera Rotas,18500,6.89123,5.99054,2.4177,322.0,997.0,1434.0,35.0,35.0,2008.0,2.0,4.0,60.0,60.0,8.0,3,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantom Leader Deluxe,134520,8.04892,5.99043,2.6667,320.0,1151.0,1176.0,104.0,104.0,2013.0,1.0,1.0,30.0,30.0,12.0,3,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Industria,8124,6.44565,5.99036,2.6746,136.0,2301.0,2126.0,13.0,13.0,2003.0,3.0,4.0,60.0,60.0,10.0,13,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warp's Edge,296237,8.11633,5.99166,2.3913,811.0,1217.0,1902.0,288.0,97.0,2020.0,1.0,1.0,30.0,45.0,10.0,4,34.995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fight for Olympus,192834,6.77101,5.98986,2.1143,232.0,1969.0,3707.0,53.0,42.0,2016.0,2.0,2.0,30.0,30.0,12.0,5,15.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kings & Things,58,6.50803,5.99036,2.6437,245.0,3335.0,1037.0,70.0,70.0,1986.0,2.0,4.0,120.0,120.0,12.0,20,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Attila,827,6.49244,5.98965,2.5473,127.0,1907.0,1615.0,3.0,11.0,2000.0,2.0,5.0,45.0,45.0,10.0,18,24.495,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chakra,267378,6.94533,5.98992,1.6667,215.0,1171.0,6801.0,277.0,36.0,2019.0,2.0,4.0,30.0,30.0,8.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World of Smog: On Her Majesty's Service,168433,6.8474,5.98948,2.4667,324.0,2271.0,1571.0,8.0,96.0,2015.0,2.0,4.0,60.0,60.0,14.0,12,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roll Through the Ages: The Iron Age,150926,6.64697,5.98866,2.2264,401.0,2325.0,3194.0,16.0,33.0,2014.0,1.0,4.0,40.0,60.0,10.0,6,30.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbarians: The Invasion,219832,7.53195,5.98919,3.2609,231.0,1432.0,1029.0,6.0,601.0,2018.0,1.0,4.0,90.0,90.0,14.0,13,72.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizarro & Co.,3267,6.53282,5.98913,2.4493,102.0,1978.0,1984.0,7.0,70.0,2002.0,3.0,6.0,45.0,45.0,12.0,5,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senji,33107,6.52399,5.98872,2.9589,507.0,1954.0,1575.0,1.0,60.0,2008.0,3.0,6.0,90.0,90.0,12.0,10,32.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freshwater Fly,262540,7.41891,5.98989,2.4167,427.0,1265.0,1684.0,13.0,113.0,2019.0,1.0,4.0,40.0,90.0,14.0,4,34.495000000000005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thief's Market,182351,6.50699,5.98808,1.8919,122.0,3935.0,3226.0,5.0,98.0,2016.0,3.0,5.0,30.0,50.0,10.0,14,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rail Baron,420,6.58329,5.98807,2.2695,138.0,2551.0,1890.0,2.0,71.0,1977.0,3.0,6.0,240.0,240.0,10.0,3,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Deep Blue,283649,6.79079,5.98751,1.8182,890.0,1638.0,2469.0,22.0,84.0,2019.0,2.0,5.0,45.0,45.0,8.0,4,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shifting Sands: The Campaign for North Africa,11949,7.33274,5.98744,3.1944,273.0,1054.0,893.0,1.0,38.0,2006.0,2.0,2.0,240.0,240.0,12.0,3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Catch the Moon,218129,6.76304,5.98745,1.0,321.0,1551.0,4875.0,20.0,34.0,2017.0,2.0,6.0,20.0,20.0,6.0,3,35.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Praetor,137776,6.60831,5.98694,3.0,268.0,2443.0,2129.0,3.0,81.0,2014.0,2.0,5.0,75.0,75.0,12.0,29,20.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.E.V.,5205,6.98,5.98691,2.3,88.0,1718.0,499.0,69.0,69.0,1978.0,2.0,2.0,75.0,75.0,12.0,4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Piñata,141791,6.83612,5.98674,1.4848,317.0,1510.0,3096.0,8.0,28.0,2013.0,2.0,2.0,30.0,30.0,13.0,2,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuzco,249411,7.6619,5.98662,2.3784,559.0,1472.0,929.0,15.0,58.0,2018.0,2.0,4.0,90.0,90.0,12.0,3,65.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rum & Pirates,19948,6.43921,5.98661,1.9485,329.0,2475.0,3578.0,3.0,27.0,2006.0,2.0,5.0,60.0,60.0,9.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880: China,69601,8.18661,5.98652,4.2593,301.0,363.0,1097.0,31.0,31.0,2010.0,3.0,7.0,300.0,300.0,13.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
An Infamous Traffic,206490,7.3799,5.98671,3.48,643.0,1016.0,1322.0,5.0,57.0,2016.0,2.0,5.0,45.0,90.0,14.0,1,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacht der Magier,19996,6.66684,5.98641,1.1193,370.0,1581.0,4416.0,4.0,19.0,2005.0,2.0,4.0,10.0,20.0,5.0,4,52.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolt Action,127493,7.77355,5.98726,2.7442,103.0,1136.0,1897.0,1.0,148.0,2012.0,2.0,6.0,120.0,120.0,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SeaFall,148261,6.31088,5.98607,3.766,1689.0,8510.0,17048.0,27.0,574.0,2016.0,3.0,5.0,120.0,180.0,14.0,40,25.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Manhattan Project: Chain Reaction,177249,6.47249,5.98606,1.8667,226.0,3934.0,4937.0,4.0,69.0,2016.0,1.0,5.0,30.0,40.0,12.0,13,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warhammer Age of Sigmar: Warcry Starter Set,276925,8.38134,5.98601,2.3636,109.0,959.0,1729.0,16.0,60.0,2019.0,2.0,4.0,30.0,60.0,12.0,1,275.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gambit Royale,24509,6.45231,5.98593,1.8835,163.0,2653.0,3882.0,5.0,26.0,2006.0,2.0,6.0,30.0,30.0,8.0,10,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tank Duel: Enemy in the Crosshairs,214234,7.76592,5.98523,2.7333,400.0,1433.0,1168.0,16.0,99.0,2019.0,1.0,8.0,60.0,180.0,12.0,3,58.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dungeons & Dragons: Tomb of Annihilation Board Game,228668,7.73187,5.98523,2.6,918.0,1928.0,1433.0,1.0,125.0,2017.0,1.0,5.0,60.0,60.0,14.0,3,65.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Origin,127095,6.68894,5.98487,2.1373,304.0,1848.0,2262.0,9.0,32.0,2013.0,2.0,4.0,45.0,60.0,8.0,11,25.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burano,181260,6.78256,5.98452,3.7381,475.0,1802.0,1621.0,1.0,59.0,2015.0,2.0,4.0,90.0,120.0,12.0,16,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aventuria: Adventure Card Game,190400,7.51702,5.98332,2.3529,377.0,1239.0,2239.0,11.0,107.0,2016.0,1.0,4.0,45.0,180.0,14.0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Epic Defenders,155708,6.30259,5.98233,1.8081,506.0,6386.0,6195.0,4.0,834.0,2015.0,1.0,4.0,30.0,30.0,13.0,24,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axis & Allies: WWI 1914,133956,7.25491,5.98278,2.7234,366.0,1631.0,698.0,158.0,158.0,2013.0,2.0,8.0,60.0,180.0,12.0,2,275.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ride the Rails,297486,7.39699,5.98224,2.3529,492.0,1605.0,1326.0,35.0,54.0,2020.0,3.0,5.0,45.0,60.0,12.0,9,32.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pocket Mars,223779,6.52909,5.98269,2.3725,385.0,3495.0,4574.0,30.0,69.0,2017.0,1.0,4.0,15.0,30.0,10.0,6,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATTALIA: The Creation,178944,7.42812,5.98158,3.4857,213.0,1495.0,943.0,285.0,285.0,2015.0,2.0,4.0,60.0,180.0,12.0,18,68.495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kill Doctor Lucky,257,6.15561,5.98072,1.6473,707.0,10606.0,9185.0,18.0,197.0,1996.0,3.0,8.0,45.0,45.0,12.0,15,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Tower,30,6.8136,5.98042,1.8163,442.0,1643.0,1503.0,187.0,187.0,1981.0,1.0,4.0,90.0,90.0,10.0,4,400.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PanzerBlitz,2238,6.53297,5.97986,3.0683,128.0,3921.0,1675.0,1.0,168.0,1970.0,2.0,2.0,90.0,90.0,12.0,11,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hostage Negotiator: Crime Wave,198707,7.54802,5.97954,1.9286,267.0,2216.0,1761.0,1.0,82.0,2017.0,1.0,1.0,20.0,20.0,15.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Contact,258309,7.12609,5.97984,2.1579,487.0,1092.0,2300.0,21.0,32.0,2018.0,2.0,7.0,15.0,40.0,12.0,3,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
