num_listings,median_price
48,31.0
27,50.0
19,60.0
8,200.0
13,19.0
30,52.905
0,0.0
0,0.0
22,77.475
10,21.0
35,25.0
38,20.0
12,25.0
